MachineId,MeasurementId,PumpFailed,SlowStart,SlowEnd
7_2_3,91,False,True,False
3_2_0,-1,,,
3_2_1,-1,,,
3_2_2,-1,,,
3_2_3,-1,,,
0_2_1,92,False,False,False
0_2_2,92,True,False,False
0_2_3,92,False,False,False
4_0_0,93,True,False,False
4_0_1,93,False,False,False
4_0_2,93,False,False,False
4_0_3,93,False,False,False
2_2_0,94,False,False,False
2_2_1,94,False,False,False
2_2_2,94,False,False,False
2_2_3,94,True,False,False
3_0_0,95,True,False,False
3_0_1,-1,,,
3_0_2,-1,,,
3_0_3,-1,,,
0_1_2,96,False,False,True
4_0_0,97,False,False,False
4_0_1,97,True,False,False
4_0_2,97,False,False,True
4_0_3,97,False,False,False
4_0_0,-1,,,
4_0_1,98,False,False,False
4_0_2,98,False,False,True
4_0_3,98,False,False,False
2_2_1,99,False,False,False
2_2_3,99,False,False,False
2_2_3,100,False,False,False
0_1_2,101,False,False,True
0_1_3,101,True,False,False
3_1_0,102,True,False,False
3_1_1,-1,,,
3_1_2,-1,,,
3_1_3,-1,,,
0_1_2,103,False,False,False
0_2_1,104,False,False,False
0_2_2,104,False,False,False
0_2_3,104,False,False,False
7_2_0,105,True,False,False
7_2_2,105,True,False,False
7_2_0,106,True,False,False
7_2_2,106,True,False,False
7_2_3,106,True,False,False
7_2_0,107,False,True,False
7_2_1,107,False,True,False
0_1_3,108,True,False,False
0_2_0,109,False,False,False
0_2_1,109,False,False,False
0_2_2,109,False,False,True
0_1_2,110,True,False,False
0_1_3,110,False,False,True
0_2_0,111,False,False,False
0_2_1,111,False,False,False
3_2_0,112,False,True,False
3_2_2,112,False,True,False
0_0_1,113,True,False,False
0_0_2,113,False,False,False
0_0_3,113,True,False,False
3_2_2,114,True,False,False
3_2_3,114,False,True,False
0_1_2,115,False,False,True
0_1_3,115,False,False,False
0_1_0,116,False,False,False
0_1_1,116,True,False,False
0_1_2,116,False,False,False
0_1_3,116,False,False,False
0_2_3,117,False,False,True
0_1_2,118,False,False,True
0_1_3,118,False,False,True
9_0_0,119,False,True,False
9_0_1,-1,,,
9_0_2,119,False,True,False
9_0_3,119,False,True,False
0_2_1,120,False,False,False
0_2_3,120,False,False,False
0_1_0,121,False,False,True
0_1_2,121,False,False,True
0_1_3,121,False,False,True
0_1_1,122,False,False,True
9_0_0,123,True,False,False
9_0_1,123,False,False,False
9_0_2,-1,,,
9_0_3,123,True,False,False
0_2_1,124,False,False,False
0_2_2,124,False,False,False
0_2_3,124,False,False,False
4_0_0,125,False,False,False
4_0_1,125,False,False,False
4_0_2,-1,,,
4_0_3,125,False,False,False
9_0_0,126,False,False,False
9_0_2,126,False,False,False
9_0_3,-1,,,
0_3_0,127,False,False,True
0_3_1,-1,,,
0_3_2,-1,,,
0_3_3,127,False,False,True
9_0_0,128,False,False,False
9_0_1,128,False,False,False
9_0_2,128,True,False,False
9_0_3,128,False,False,False
0_2_1,129,False,False,False
0_2_3,129,False,False,False
4_0_0,130,True,False,False
4_0_1,130,False,True,False
4_0_2,130,False,True,False
4_0_3,-1,,,
0_3_0,131,False,False,False
0_3_3,131,False,False,False
0_3_0,132,False,False,False
0_3_2,132,False,False,False
0_3_3,132,True,False,False
4_0_1,-1,,,
0_2_0,133,False,False,False
0_2_1,133,True,False,False
0_2_2,133,True,False,False
0_2_3,133,True,False,False
4_0_1,134,False,False,False
4_0_3,134,False,False,False
9_0_0,135,False,False,False
9_0_1,135,True,False,False
9_0_2,135,False,False,False
9_0_3,135,True,False,False
9_0_0,136,False,False,False
9_0_0,137,False,False,False
9_0_1,137,True,False,False
9_0_2,137,False,False,False
9_0_3,137,True,False,False
0_2_0,138,True,False,False
0_2_1,138,False,False,False
0_2_3,138,False,False,False
4_0_0,139,False,False,False
4_0_1,139,True,False,False
4_0_3,139,False,False,True
4_2_0,140,False,False,False
4_2_1,140,False,False,False
4_2_2,-1,,,
0_2_0,141,True,False,False
0_2_1,141,False,False,True
4_2_0,142,False,False,False
4_2_1,142,False,False,False
4_2_2,142,False,True,False
0_2_3,143,False,False,True
0_1_0,144,False,False,True
0_1_2,144,False,False,False
0_2_0,145,False,False,True
0_2_1,145,False,False,True
0_2_2,145,False,False,True
9_0_0,146,True,False,False
9_0_1,146,False,False,False
9_0_2,146,False,False,False
9_0_0,-1,,,
9_0_1,147,False,False,False
9_0_2,147,False,False,False
0_2_3,148,False,False,True
0_2_2,149,True,False,False
10_0_0,-1,,,
10_0_1,-1,,,
10_0_2,-1,,,
10_0_3,-1,,,
10_0_0,150,True,False,False
10_0_3,150,True,False,False
10_2_0,-1,,,
10_2_1,151,True,False,False
10_2_2,151,False,False,False
10_2_3,-1,,,
9_0_0,152,False,False,False
9_0_1,152,False,False,False
9_0_2,152,False,False,False
9_0_0,153,False,False,False
9_0_2,153,False,False,False
9_0_3,153,False,False,False
10_0_3,154,False,False,False
0_2_0,155,False,False,True
0_2_2,155,False,False,False
4_3_0,-1,,,
4_3_1,-1,,,
4_3_2,156,False,False,False
4_3_3,156,False,False,False
1_2_1,157,False,True,False
9_0_2,158,False,False,False
9_0_3,158,False,False,False
0_2_3,159,False,False,True
9_0_0,160,False,False,False
9_0_1,160,True,False,False
9_0_2,160,False,False,False
3_1_0,161,True,False,False
3_1_1,161,True,False,False
3_1_3,161,True,False,False
9_0_0,162,False,False,False
9_0_1,162,True,False,False
9_0_2,162,False,False,False
9_0_3,162,False,False,False
3_1_0,163,False,False,True
3_1_1,163,False,False,False
3_1_2,163,False,False,True
4_0_0,164,True,False,False
4_0_1,164,False,False,False
4_0_2,164,False,False,True
4_0_3,164,False,False,False
0_2_0,165,False,False,True
0_2_1,165,False,False,True
0_2_1,166,False,False,True
1_0_0,167,False,False,False
1_0_1,167,True,False,False
1_0_2,167,True,False,False
1_0_0,168,False,False,False
1_0_2,168,False,False,False
1_0_0,169,False,False,False
1_0_2,169,False,False,False
0_2_1,170,False,False,True
0_2_3,170,False,False,True
3_1_0,171,False,False,True
3_1_2,171,True,False,False
3_1_3,171,True,False,False
0_1_0,172,False,False,False
0_1_1,172,False,False,True
0_1_2,172,False,False,True
6_2_0,-1,,,
6_2_1,-1,,,
6_2_2,173,True,,
6_2_3,-1,,,
1_2_2,174,False,False,False
6_2_0,175,True,,
6_2_1,175,True,,
6_2_2,175,True,,
6_2_3,175,True,,
6_2_2,176,True,,
6_2_1,177,True,,
6_2_2,-1,,,
6_2_2,178,True,,
6_2_3,178,True,,
6_2_3,179,True,,
6_2_0,180,True,,
6_2_1,180,True,,
6_2_2,180,True,,
6_2_3,180,True,,
6_2_0,181,True,,
6_2_3,181,False,,
1_0_0,-1,,,
1_0_2,182,False,True,False
6_2_1,183,True,,
6_2_2,183,True,,
6_2_0,184,True,,
6_2_1,184,True,,
6_2_3,184,True,,
6_2_0,185,True,,
6_2_3,186,True,,
6_2_0,187,True,,
6_2_2,187,True,,
6_2_3,187,True,,
6_2_0,188,True,,
6_2_2,188,True,,
6_2_0,189,True,,
6_2_2,189,True,,
6_2_3,189,True,,
6_2_1,190,True,,
6_2_3,190,True,,
0_2_0,191,False,False,True
0_2_2,191,False,False,False
6_2_1,192,True,,
6_2_2,192,True,,
6_2_0,193,True,,
6_2_1,193,True,,
6_0_0,194,True,,
6_0_1,194,True,,
6_0_2,194,True,,
6_0_3,194,True,,
6_0_0,195,True,,
6_0_2,195,True,,
6_0_3,195,True,,
6_0_0,196,True,,
6_0_1,196,True,,
6_0_2,196,True,,
6_0_3,196,True,,
6_0_1,197,True,,
6_0_3,197,True,,
6_0_0,198,True,,
6_0_1,198,True,,
6_0_2,198,True,,
6_0_3,198,True,,
6_0_2,199,True,,
6_0_0,200,True,,
6_0_3,200,True,,
6_0_2,201,True,,
6_0_0,202,True,,
6_0_3,203,True,,
6_0_0,204,True,,
6_0_2,204,True,,
6_0_3,204,True,,
6_2_1,205,True,,
6_2_3,205,True,,
6_2_1,206,True,,
6_2_0,207,True,,
6_2_1,207,True,,
6_0_1,208,True,,
6_0_3,208,True,,
6_0_0,209,True,,
6_0_1,209,True,,
6_0_2,209,True,,
6_0_3,209,True,,
6_0_0,210,True,,
6_0_3,210,True,,
6_0_0,211,True,,
6_0_0,212,True,,
6_0_1,212,True,,
9_0_0,213,False,False,False
9_0_1,213,False,False,False
9_0_2,213,False,True,False
9_0_3,213,True,False,False
0_0_2,214,False,False,True
0_0_3,214,True,False,False
0_0_0,215,False,False,False
0_0_2,215,False,False,True
0_0_3,215,False,False,False
9_0_0,216,True,False,False
9_0_1,216,False,False,False
9_0_2,216,False,False,False
9_0_3,216,True,False,False
4_0_0,217,False,False,False
4_0_1,217,True,False,False
4_0_2,217,False,False,False
4_0_3,217,False,False,False
0_2_1,218,False,False,True
9_0_1,219,False,True,False
9_0_2,219,True,False,False
0_0_2,220,False,False,False
0_0_3,220,True,False,False
9_0_0,221,True,False,False
9_0_1,221,True,False,False
9_0_0,222,True,False,False
9_0_3,222,False,True,False
4_0_2,223,False,False,False
4_0_0,224,False,False,False
4_0_1,224,False,False,False
4_0_3,224,False,False,False
9_0_0,225,False,False,False
9_0_1,225,False,False,False
9_0_2,225,False,False,False
9_0_3,225,True,False,False
9_0_0,226,False,False,True
9_0_1,226,False,False,True
9_0_2,226,False,False,True
0_1_2,227,False,False,True
0_1_3,227,False,False,False
0_0_2,228,False,False,True
0_0_3,228,False,False,True
9_0_0,229,False,False,False
9_0_1,229,False,False,False
9_0_2,229,True,False,False
9_0_3,229,True,False,False
0_1_2,230,False,False,True
4_1_0,231,True,False,False
4_1_1,231,False,True,False
4_1_2,231,False,False,False
4_1_3,231,False,True,False
9_0_0,232,False,False,False
9_0_1,232,False,False,False
9_0_2,232,True,False,False
9_0_3,232,False,False,False
0_1_1,233,False,False,False
0_1_2,233,False,False,True
0_1_3,233,False,False,False
9_0_0,234,True,False,False
9_0_1,234,False,False,False
9_0_2,234,False,False,False
9_0_3,234,False,False,False
1_2_1,235,False,True,False
4_3_0,236,True,False,False
4_3_2,236,True,False,False
4_3_3,-1,,,
0_0_0,237,False,False,True
0_0_1,237,True,False,False
0_0_2,237,False,False,False
0_2_0,238,True,,
0_2_2,239,False,False,True
0_2_1,240,False,False,False
1_2_0,241,False,False,False
1_2_2,241,False,True,False
1_2_0,242,False,False,False
1_2_2,242,True,False,False
1_2_3,242,False,False,False
4_1_0,243,False,False,False
4_1_1,-1,,,
4_1_2,-1,,,
4_1_3,243,False,False,False
1_0_0,244,False,False,False
1_0_1,244,True,False,False
1_0_2,244,True,False,False
1_0_0,245,False,True,False
1_0_1,245,True,False,False
1_0_2,245,False,False,False
4_3_0,246,False,False,False
4_3_1,246,True,False,False
4_3_2,246,False,False,True
4_3_3,246,False,False,False
1_2_0,247,False,True,False
1_2_2,247,True,False,False
1_2_0,248,False,False,True
1_2_3,248,False,False,True
0_2_3,249,False,False,True
1_2_0,250,False,True,False
4_1_0,251,False,False,False
4_1_1,251,False,False,False
4_1_2,251,False,False,False
4_1_3,-1,,,
4_2_0,252,True,False,False
4_2_1,252,False,False,False
4_2_2,252,False,False,False
4_2_3,252,False,False,False
1_2_0,253,False,False,False
1_2_1,253,False,False,True
1_2_2,253,True,False,False
1_2_0,254,False,False,False
4_1_0,-1,,,
4_1_1,255,True,False,False
0_2_2,256,False,False,True
0_2_0,257,False,False,True
0_2_1,257,False,False,True
1_2_1,258,True,False,False
1_2_0,259,False,False,False
0_2_3,260,False,False,True
0_2_1,261,False,False,False
0_2_3,261,False,False,False
0_0_1,262,False,False,False
0_0_2,262,False,False,False
0_0_3,262,False,False,False
4_1_0,263,False,False,False
4_1_1,263,True,False,False
4_1_2,263,True,False,False
4_1_3,263,True,False,False
4_3_0,264,False,False,True
4_3_1,264,False,False,True
4_3_2,-1,,,
4_3_3,264,False,False,False
0_2_1,265,False,False,True
0_2_2,266,False,False,True
1_2_0,267,False,False,False
1_2_2,267,False,False,False
0_2_0,268,False,False,True
0_2_2,268,False,False,False
4_2_0,-1,,,
4_2_3,269,False,False,False
4_0_2,270,False,False,False
4_0_3,270,False,True,False
4_1_0,271,False,False,False
4_1_1,271,False,True,False
4_1_2,271,True,False,False
4_1_3,271,True,False,False
1_2_0,272,False,False,False
1_2_1,272,False,False,False
1_2_2,272,True,False,False
1_2_0,273,False,False,False
1_2_0,274,False,False,False
1_2_2,274,False,False,False
1_2_3,274,False,False,False
0_2_1,275,False,False,True
0_2_3,275,True,False,False
4_1_2,276,False,False,False
4_1_3,276,True,False,False
1_2_0,277,True,False,False
1_2_0,278,False,False,False
1_2_1,278,False,True,False
4_0_0,279,False,False,False
4_0_1,279,False,False,True
4_0_2,279,False,False,True
4_0_0,280,False,False,False
4_0_1,280,False,False,False
4_0_2,280,False,False,False
1_2_0,281,False,True,False
1_2_1,281,False,False,False
1_2_1,282,False,True,False
1_2_2,282,False,False,False
4_0_0,283,False,False,False
4_0_1,283,False,False,True
4_0_3,283,False,False,True
11_0_0,284,True,False,False
11_0_1,-1,,,
11_0_2,284,True,False,False
11_0_3,284,True,False,False
1_2_0,285,True,False,False
1_2_1,285,False,False,True
1_2_2,285,False,False,False
4_1_1,286,True,False,False
0_2_0,287,False,False,True
0_2_3,287,False,False,True
3_2_0,288,True,,
3_2_1,288,True,,
3_2_2,288,True,,
3_2_1,289,True,,
3_0_1,290,True,,
3_0_2,290,True,,
0_2_1,291,False,False,True
0_2_2,291,False,False,True
3_0_0,292,True,,
3_0_1,293,True,,
3_0_1,294,True,,
3_0_1,295,True,,
3_0_3,295,True,,
3_0_0,296,True,,
3_0_2,296,True,,
3_0_1,297,True,,
3_0_2,298,True,,
3_0_2,299,True,,
3_0_2,300,True,,
4_1_1,301,True,False,False
4_1_2,301,True,False,False
3_0_1,302,True,,
3_2_0,303,True,,
3_2_1,304,True,,
3_2_0,305,True,,
3_2_2,306,True,,
3_2_3,306,True,,
4_1_0,307,False,True,False
4_1_1,307,True,False,False
4_1_2,307,False,False,False
4_1_3,307,False,True,False
3_0_0,308,False,False,False
3_0_1,308,False,False,False
3_0_2,308,True,False,False
3_2_0,309,True,,
3_2_1,310,True,,
3_2_0,311,True,,
3_2_1,311,True,,
3_2_3,311,True,,
3_2_0,312,True,,
3_2_3,312,True,,
3_2_1,313,True,,
3_2_3,313,True,,
3_2_3,314,True,,
3_2_1,315,True,,
3_2_0,316,True,,
3_0_3,317,True,,
3_0_1,318,True,,
3_0_1,319,True,,
3_0_2,319,True,,
3_0_3,319,True,,
3_1_0,-1,,,
3_1_1,320,True,,
3_1_0,321,True,,
3_1_1,321,True,,
3_1_2,321,True,,
3_1_3,321,True,,
3_1_3,322,True,,
3_1_0,323,True,,
3_1_3,323,True,,
3_1_1,324,True,,
3_1_0,325,True,,
3_1_0,326,True,,
0_2_1,327,True,,
0_2_3,327,True,,
0_2_2,328,True,,
0_2_3,328,True,,
0_2_1,329,True,,
0_2_1,330,True,,
0_2_2,331,True,,
0_2_3,331,True,,
0_2_1,332,True,,
0_2_0,333,True,,
0_2_1,333,True,,
3_1_2,334,True,,
3_1_1,335,True,,
3_1_0,336,True,,
3_1_1,336,True,,
3_1_2,336,True,,
3_1_1,337,True,,
3_0_0,338,True,,
3_0_2,338,False,True,False
3_0_3,338,True,,
3_0_0,339,True,,
3_1_1,340,True,,
3_1_3,340,True,,
3_1_1,341,True,,
3_1_3,341,True,,
3_1_1,342,True,,
3_1_0,343,True,,
3_1_2,344,True,,
3_1_3,345,True,,
3_1_2,346,True,,
3_1_0,347,True,,
3_1_2,348,True,,
3_1_3,348,True,,
3_1_1,349,True,,
3_2_0,350,True,,
3_2_2,350,True,,
3_2_0,351,True,,
3_2_0,352,True,,
3_2_2,352,True,,
3_2_3,352,True,,
0_0_0,353,False,False,False
0_0_1,353,False,False,False
0_0_2,353,True,False,False
0_0_3,353,False,False,False
0_0_2,354,True,False,False
0_0_3,354,True,False,False
0_1_0,355,False,False,False
1_2_0,356,False,False,False
1_2_2,356,True,False,False
4_1_0,357,False,False,False
4_1_1,357,False,False,False
4_1_2,357,False,False,False
4_1_3,357,True,False,False
3_2_3,358,True,,
3_2_0,359,True,,
3_2_2,359,True,,
1_0_0,360,True,False,False
1_0_2,360,True,False,False
0_0_1,361,False,False,False
0_0_2,361,False,False,False
0_0_3,361,False,False,False
12_0_0,-1,,,
12_0_1,-1,,,
12_0_2,-1,,,
12_0_3,-1,,,
1_0_1,362,False,False,True
1_0_2,362,True,False,False
1_0_0,363,False,False,False
1_0_1,363,False,False,True
1_0_2,363,True,False,False
0_2_2,364,False,False,True
4_1_0,365,False,False,False
4_1_1,365,False,False,False
4_1_2,365,False,False,False
3_2_1,366,True,,
3_2_0,367,True,,
3_2_3,367,True,,
1_2_0,368,False,False,False
1_2_2,368,True,False,False
4_3_0,369,True,False,False
3_0_1,370,False,False,True
3_0_2,370,False,False,False
3_0_3,370,False,False,True
4_1_1,371,True,False,False
4_1_2,371,True,False,False
3_2_0,372,True,,
3_2_1,373,True,,
3_2_2,373,True,,
3_2_1,374,True,,
3_2_2,374,True,,
3_2_3,374,True,,
3_2_2,375,True,,
3_2_3,375,True,,
3_2_3,376,True,,
3_2_0,377,True,,
3_2_1,377,True,,
3_2_3,378,True,,
3_2_1,379,True,,
3_2_2,380,True,,
3_2_0,381,True,,
3_2_1,381,True,,
3_2_3,381,True,,
3_2_2,382,True,,
3_2_1,383,True,,
3_2_2,384,True,,
0_0_1,385,False,True,False
0_0_2,385,False,False,False
0_0_3,385,False,True,False
7_2_2,386,False,True,False
7_2_3,386,True,False,False
0_0_1,387,False,False,True
0_0_2,387,False,False,True
13_2_0,388,True,False,False
13_2_1,388,False,True,False
13_2_2,-1,,,
13_2_3,-1,,,
0_1_2,389,False,False,True
13_2_0,-1,,,
13_2_1,-1,,,
13_2_2,390,True,False,False
13_2_3,390,True,False,False
4_0_1,391,False,False,True
4_0_2,391,False,False,False
13_2_0,392,True,False,False
13_2_1,392,True,False,False
13_2_2,392,False,True,False
13_2_3,392,True,False,False
0_1_1,393,False,False,True
0_1_2,393,False,False,True
0_1_3,393,False,False,True
4_0_0,394,True,False,False
4_0_1,394,False,True,False
4_0_2,394,True,False,False
4_0_3,394,True,False,False
0_1_0,395,True,False,False
0_1_1,395,False,False,True
0_1_2,395,True,False,False
0_1_3,395,False,False,True
0_1_1,396,False,True,False
0_1_2,396,True,False,False
0_1_3,396,True,False,False
13_2_0,397,False,True,False
13_2_1,397,False,True,False
13_2_3,397,True,False,False
0_1_2,398,False,False,True
13_2_0,399,True,False,False
13_2_1,399,False,True,False
13_2_2,399,True,False,False
13_2_3,399,False,True,False
13_2_0,400,False,True,False
13_2_1,400,True,False,False
13_2_2,400,False,True,False
13_2_3,400,True,False,False
13_2_0,401,False,True,False
13_2_1,401,True,False,False
13_2_2,401,True,False,False
13_2_3,401,True,False,False
0_3_0,402,True,False,False
0_3_3,402,True,False,False
13_2_3,403,True,False,False
4_2_1,404,False,False,False
4_2_3,404,False,False,False
13_2_0,405,False,True,False
13_2_1,405,False,True,False
13_2_3,405,True,False,False
13_2_1,406,True,False,False
4_2_0,407,False,False,False
4_2_1,407,False,False,False
4_2_3,407,False,False,False
13_2_0,408,False,True,False
13_2_1,408,True,False,False
13_2_2,408,False,True,False
13_2_3,408,False,True,False
0_2_0,409,False,False,True
0_2_2,409,False,False,False
0_1_2,410,False,False,True
0_1_3,410,False,False,False
0_0_0,411,True,False,False
0_0_3,411,False,False,True
0_0_0,412,False,False,False
0_0_1,412,False,False,False
0_0_2,412,True,False,False
13_2_0,413,True,False,False
13_2_1,414,True,False,False
13_2_1,415,True,False,False
13_2_3,415,True,False,False
13_2_1,416,False,True,False
13_2_2,416,True,False,False
13_2_0,417,True,False,False
13_2_3,417,True,False,False
4_0_2,418,False,False,False
4_0_3,418,False,False,True
13_2_0,419,True,False,False
13_2_1,419,True,False,False
0_1_0,420,False,False,False
0_1_1,420,False,False,True
0_1_2,420,False,False,False
0_0_0,421,False,False,False
0_0_2,421,False,False,True
0_0_3,421,False,False,True
13_2_0,422,False,True,False
13_2_1,422,False,True,False
13_2_3,422,True,False,False
13_2_1,423,True,False,False
0_1_1,424,False,False,False
0_1_2,424,False,False,True
0_1_3,424,False,False,False
0_1_1,425,False,True,False
13_2_3,426,True,False,False
7_2_0,427,True,False,False
7_2_1,427,True,False,False
7_2_2,427,True,False,False
7_2_3,427,True,False,False
0_0_0,428,True,False,False
0_0_1,428,True,False,False
0_0_2,428,False,False,True
8_2_1,429,True,False,False
8_2_2,429,True,False,False
8_2_3,429,True,False,False
0_0_0,430,False,False,False
0_0_1,430,True,False,False
0_0_3,430,False,False,True
0_1_0,431,True,False,False
0_1_1,431,False,False,False
0_1_3,431,False,False,False
13_2_1,432,True,False,False
13_2_3,432,True,False,False
0_1_3,433,False,False,False
7_2_0,434,True,False,False
7_2_1,434,True,False,False
7_2_2,434,True,False,False
2_2_0,435,False,False,False
2_2_1,435,False,False,False
2_2_2,435,False,False,False
7_2_0,436,True,False,False
7_2_1,436,False,False,False
7_2_2,436,True,False,False
7_2_3,436,False,True,False
7_2_0,437,True,False,False
7_2_1,437,True,False,False
7_2_2,437,False,False,False
7_2_3,437,False,True,False
0_0_3,438,False,False,False
13_2_0,439,False,True,False
13_2_1,439,False,True,False
